Generation:14, Observation:[[14, 7], [18, 0], [9, 15], [16, 11], [10, 5], [22, 6], [28, 24], [6, 1], [14, 13], [10, 8], [16, 0], [29, 10], [0, 15], [17, 0], [9, 10], [18, 0], [16, 3], [14, 7], [7, 12], [3, 12], [12, 8], [0, 17], [6, 0], [16, 15], [12, 10]], Rewards:[6, 11, 8, 11, 11, 9, 23, 7, 12, 11, 10, 14, 18, 12, 7, 11, 8, 6, 11, 16, 7, 17, 3, 13, 6]
Generation:15, Observation:[[14, 6], [20, 0], [10, 15], [18, 11], [8, 5], [23, 6], [30, 24], [9, 1], [14, 14], [7, 8], [17, 0], [32, 10], [0, 16], [20, 0], [12, 10], [18, 0], [19, 3], [17, 7], [6, 12], [1, 12], [13, 8], [0, 20], [9, 0], [18, 15], [15, 10]], Rewards:[9, 9, 11, 12, 9, 9, 23, 10, 11, 11, 8, 14, 17, 9, 8, 8, 10, 8, 13, 17, 8, 14, 6, 14, 8]
Generation:16, Observation:[[17, 6], [20, 0], [12, 15], [18, 12], [10, 5], [24, 6], [31, 24], [9, 0], [14, 16], [10, 8], [20, 0], [35, 10], [0, 19], [20, 0], [13, 10], [21, 0], [19, 4], [14, 7], [8, 12], [4, 12], [15, 8], [1, 20], [6, 0], [18, 13], [15, 13]], Rewards:[7, 11, 11, 10, 11, 9, 23, 4, 12, 13, 11, 14, 17, 11, 9, 9, 7, 9, 13, 14, 9, 14, 3, 11, 12]
Generation:17, Observation:[[19, 6], [20, 1], [15, 15], [18, 14], [11, 5], [24, 3], [32, 24], [11, 0], [12, 16], [11, 8], [22, 0], [37, 10], [0, 22], [21, 0], [14, 10], [21, 0], [20, 4], [14, 10], [8, 14], [4, 14], [16, 8], [1, 21], [6, 0], [21, 13], [15, 12]], Rewards:[8, 16, 11, 10, 11, 10, 23, 4, 10, 11, 10, 13, 15, 12, 9, 12, 8, 9, 11, 16, 9, 14, 3, 12, 9]
Generation:18, Observation:[[18, 6], [21, 1], [17, 15], [19, 14], [10, 5], [27, 3], [35, 24], [11, 0], [13, 16], [12, 8], [20, 0], [40, 10], [0, 25], [22, 0], [17, 10], [24, 0], [21, 4], [14, 9], [8, 16], [4, 13], [16, 10], [1, 23], [7, 0], [21, 15], [15, 10]], Rewards:[12, 16, 10, 11, 11, 9, 22, 5, 10, 13, 11, 13, 11, 13, 7, 9, 9, 12, 14, 15, 7, 14, 3, 13, 8]
Generation:19, Observation:[[20, 6], [24, 1], [19, 15], [20, 14], [11, 5], [25, 3], [32, 24], [11, 0], [11, 16], [12, 6], [22, 0], [41, 10], [0, 22], [22, 0], [17, 13], [24, 0], [20, 4], [16, 9], [8, 19], [4, 16], [19, 10], [1, 25], [10, 0], [24, 15], [18, 10]], Rewards:[10, 13, 9, 9, 11, 11, 22, 4, 9, 14, 11, 13, 17, 11, 6, 10, 13, 10, 10, 17, 6, 13, 4, 14, 7]
Generation:20, Observation:[[18, 6], [24, 0], [21, 15], [23, 14], [14, 5], [28, 3], [32, 25], [13, 0], [14, 16], [15, 6], [25, 0], [42, 10], [0, 24], [23, 0], [15, 13], [27, 0], [23, 4], [19, 9], [10, 19], [4, 19], [19, 11], [1, 26], [12, 0], [24, 17], [21, 10]], Rewards:[12, 10, 10, 10, 12, 9, 22, 4, 8, 14, 11, 13, 16, 10, 10, 9, 11, 8, 8, 18, 8, 15, 4, 15, 7]
Generation:21, Observation:[[21, 6], [25, 0], [22, 15], [24, 14], [17, 5], [29, 3], [32, 24], [11, 0], [17, 16], [18, 6], [23, 0], [45, 10], [0, 25], [24, 0], [15, 15], [29, 0], [22, 4], [20, 9], [10, 20], [4, 20], [19, 9], [1, 27], [15, 0], [26, 17], [21, 12]], Rewards:[11, 11, 10, 11, 13, 10, 21, 4, 7, 13, 13, 14, 16, 11, 5, 7, 12, 9, 8, 18, 9, 14, 4, 17, 7]
Generation:22, Observation:[[24, 6], [25, 0], [23, 15], [24, 13], [18, 5], [29, 6], [32, 25], [14, 0], [19, 16], [18, 3], [25, 0], [48, 10], [0, 26], [25, 0], [16, 15], [29, 0], [24, 4], [22, 9], [10, 21], [4, 22], [22, 9], [1, 30], [14, 0], [26, 19], [22, 12]], Rewards:[12, 13, 8, 9, 12, 11, 22, 4, 9, 11, 13, 13, 16, 13, 8, 11, 12, 6, 10, 15, 6, 13, 4, 17, 7]
Generation:23, Observation:[[27, 6], [27, 0], [25, 15], [25, 13], [21, 5], [31, 6], [32, 27], [13, 0], [21, 16], [20, 3], [28, 0], [49, 10], [0, 27], [28, 0], [19, 15], [29, 0], [25, 4], [25, 9], [10, 23], [4, 25], [22, 12], [1, 31], [16, 0], [26, 21], [24, 12]], Rewards:[13, 12, 7, 7, 13, 12, 22, 4, 8, 11, 13, 12, 18, 13, 8, 11, 10, 7, 11, 15, 8, 14, 4, 13, 7]
Generation:24, Observation:[[25, 6], [30, 0], [25, 12], [28, 13], [23, 5], [34, 6], [33, 27], [13, 3], [23, 16], [20, 0], [26, 0], [46, 10], [0, 27], [28, 0], [20, 15], [29, 0], [27, 4], [27, 9], [10, 25], [4, 24], [23, 12], [1, 32], [17, 0], [27, 21], [27, 12]], Rewards:[10, 12, 7, 13, 10, 12, 20, 10, 8, 4, 10, 13, 18, 11, 9, 12, 10, 9, 11, 17, 6, 13, 4, 11, 8]
Generation:25, Observation:[[26, 6], [30, 0], [23, 12], [28, 15], [22, 5], [36, 6], [31, 27], [13, 6], [24, 16], [18, 0], [27, 0], [45, 10], [0, 30], [31, 0], [22, 15], [29, 0], [30, 4], [25, 9], [10, 28], [5, 24], [26, 12], [1, 33], [20, 0], [28, 21], [27, 14]], Rewards:[10, 11, 8, 11, 11, 11, 18, 11, 10, 5, 10, 13, 16, 12, 8, 12, 12, 10, 9, 17, 8, 14, 4, 13, 10]
Generation:26, Observation:[[26, 5], [30, 0], [23, 14], [28, 14], [21, 5], [38, 6], [31, 29], [13, 8], [27, 16], [21, 0], [28, 0], [47, 10], [0, 33], [31, 0], [22, 16], [32, 0], [30, 5], [27, 9], [10, 26], [5, 27], [26, 15], [1, 30], [18, 0], [31, 21], [27, 13]], Rewards:[9, 12, 8, 10, 9, 11, 17, 13, 9, 4, 11, 13, 13, 11, 9, 12, 11, 9, 10, 14, 8, 18, 5, 16, 8]
Generation:27, Observation:[[26, 2], [31, 0], [23, 16], [28, 16], [23, 5], [40, 6], [32, 29], [13, 9], [30, 16], [19, 0], [30, 0], [50, 10], [0, 35], [31, 0], [21, 16], [32, 0], [33, 5], [30, 9], [10, 23], [3, 27], [26, 12], [1, 31], [19, 0], [31, 20], [27, 10]], Rewards:[12, 10, 6, 9, 12, 11, 18, 12, 9, 5, 8, 13, 12, 10, 9, 10, 13, 6, 12, 18, 9, 15, 5, 14, 10]
Generation:28, Observation:[[29, 2], [33, 0], [23, 18], [28, 19], [20, 5], [42, 6], [34, 29], [13, 12], [32, 16], [17, 0], [30, 1], [52, 10], [0, 38], [32, 0], [24, 16], [32, 0], [34, 5], [30, 6], [10, 24], [3, 30], [26, 9], [1, 32], [18, 0], [31, 19], [29, 10]], Rewards:[14, 10, 7, 10, 11, 11, 18, 16, 12, 5, 14, 13, 10, 11, 7, 11, 12, 10, 12, 15, 9, 16, 5, 12, 9]
Generation:29, Observation:[[31, 2], [33, 0], [26, 18], [31, 19], [20, 2], [43, 6], [32, 29], [13, 14], [30, 16], [20, 0], [31, 1], [53, 10], [0, 39], [35, 0], [25, 16], [31, 0], [34, 3], [32, 6], [10, 27], [3, 31], [28, 9], [1, 35], [17, 0], [32, 19], [29, 12]], Rewards:[13, 13, 8, 10, 10, 12, 15, 15, 8, 5, 13, 12, 9, 13, 7, 9, 16, 12, 12, 16, 9, 14, 5, 13, 7]
Generation:30, Observation:[[34, 2], [33, 3], [27, 18], [32, 19], [21, 2], [46, 6], [33, 29], [13, 17], [31, 16], [19, 0], [32, 1], [50, 10], [0, 41], [35, 0], [27, 16], [33, 0], [34, 5], [30, 6], [10, 28], [3, 33], [31, 9], [1, 38], [17, 0], [34, 19], [29, 10]], Rewards:[14, 14, 7, 12, 10, 11, 13, 17, 7, 5, 14, 13, 8, 16, 5, 11, 13, 12, 12, 17, 8, 12, 5, 15, 9]
Generation:31, Observation:[[33, 2], [34, 3], [29, 18], [34, 19], [18, 2], [48, 6], [35, 29], [13, 18], [30, 16], [18, 0], [31, 1], [52, 10], [0, 44], [34, 0], [29, 16], [34, 0], [34, 7], [33, 6], [10, 29], [3, 36], [31, 11], [1, 39], [14, 0], [34, 21], [29, 7]], Rewards:[12, 14, 5, 14, 9, 10, 18, 17, 7, 5, 12, 13, 8, 11, 5, 11, 12, 10, 12, 14, 10, 11, 5, 13, 10]
Generation:32, Observation:[[36, 2], [34, 2], [27, 18], [35, 19], [21, 2], [51, 6], [35, 27], [13, 21], [28, 16], [17, 0], [34, 1], [53, 10], [0, 46], [37, 0], [29, 13], [36, 0], [36, 7], [34, 6], [10, 30], [3, 39], [31, 8], [1, 42], [11, 0], [37, 21], [30, 7]], Rewards:[14, 13, 6, 13, 10, 10, 13, 20, 7, 5, 13, 13, 5, 13, 10, 12, 12, 9, 13, 11, 14, 9, 4, 17, 14]
Generation:33, Observation:[[35, 2], [35, 2], [27, 21], [37, 19], [24, 2], [52, 6], [38, 27], [13, 22], [28, 17], [14, 0], [36, 1], [54, 10], [0, 47], [37, 0], [30, 13], [38, 0], [36, 9], [36, 6], [10, 33], [3, 42], [33, 8], [1, 44], [9, 0], [37, 23], [31, 7]], Rewards:[14, 14, 6, 14, 10, 10, 17, 20, 8, 5, 13, 14, 6, 11, 11, 12, 10, 12, 13, 9, 13, 10, 3, 15, 13]
Generation:34, Observation:[[33, 2], [37, 2], [30, 21], [37, 16], [25, 2], [54, 6], [35, 27], [13, 23], [28, 20], [11, 0], [38, 1], [56, 10], [0, 50], [39, 0], [32, 13], [38, 0], [36, 12], [35, 6], [10, 32], [1, 42], [31, 8], [1, 47], [11, 0], [37, 25], [34, 7]], Rewards:[14, 15, 7, 12, 10, 10, 12, 20, 8, 4, 16, 12, 6, 13, 11, 15, 12, 11, 12, 10, 15, 9, 4, 13, 13]
Generation:35, Observation:[[36, 2], [37, 0], [32, 21], [37, 17], [28, 2], [57, 6], [33, 27], [13, 24], [29, 20], [12, 0], [36, 1], [57, 10], [0, 51], [39, 0], [31, 13], [41, 0], [38, 12], [35, 5], [10, 29], [1, 43], [31, 11], [0, 47], [8, 0], [35, 25], [36, 7]], Rewards:[15, 13, 9, 13, 11, 9, 11, 21, 8, 4, 16, 10, 6, 13, 9, 12, 16, 12, 18, 11, 10, 8, 3, 10, 13]
Generation:36, Observation:[[39, 2], [40, 0], [34, 21], [37, 18], [30, 2], [59, 6], [34, 27], [16, 24], [29, 23], [9, 0], [39, 1], [58, 10], [0, 54], [37, 0], [34, 13], [41, 0], [38, 13], [38, 5], [10, 30], [1, 45], [33, 11], [0, 49], [10, 0], [36, 25], [36, 8]], Rewards:[17, 14, 7, 10, 12, 10, 9, 19, 7, 3, 18, 10, 6, 12, 9, 13, 14, 15, 21, 11, 10, 8, 3, 10, 11]
Generation:37, Observation:[[36, 2], [40, 0], [35, 21], [37, 15], [29, 2], [62, 6], [34, 24], [16, 25], [28, 23], [12, 0], [37, 1], [59, 10], [3, 54], [39, 0], [35, 13], [41, 0], [37, 13], [37, 5], [10, 27], [1, 48], [30, 11], [0, 51], [7, 0], [38, 25], [37, 8]], Rewards:[15, 14, 8, 11, 12, 10, 7, 17, 7, 4, 14, 10, 6, 14, 11, 12, 12, 11, 22, 9, 12, 7, 3, 16, 12]
Generation:38, Observation:[[37, 2], [40, 0], [38, 21], [38, 15], [28, 2], [63, 6], [37, 24], [16, 26], [28, 20], [9, 0], [38, 1], [62, 10], [6, 54], [39, 0], [34, 13], [41, 0], [37, 14], [39, 5], [10, 26], [1, 50], [32, 11], [0, 52], [10, 0], [38, 27], [37, 9]], Rewards:[13, 14, 13, 12, 11, 10, 8, 16, 9, 3, 15, 10, 6, 13, 10, 14, 9, 16, 20, 8, 11, 6, 3, 14, 9]
Generation:39, Observation:[[40, 2], [40, 0], [41, 21], [38, 12], [25, 2], [64, 6], [39, 24], [16, 29], [28, 21], [12, 0], [40, 1], [64, 10], [8, 54], [40, 0], [37, 13], [41, 0], [37, 12], [38, 5], [10, 27], [1, 51], [33, 11], [3, 52], [7, 0], [40, 27], [39, 9]], Rewards:[14, 12, 17, 9, 11, 9, 11, 16, 11, 4, 15, 10, 8, 12, 10, 14, 9, 11, 20, 5, 11, 6, 2, 13, 12]
Generation:40, Observation:[[43, 2], [40, 0], [39, 21], [41, 12], [28, 2], [67, 6], [42, 24], [16, 30], [28, 24], [10, 0], [43, 1], [66, 10], [9, 54], [43, 0], [35, 13], [41, 0], [37, 9], [39, 5], [10, 26], [1, 53], [34, 11], [3, 55], [4, 0], [41, 27], [39, 11]], Rewards:[16, 11, 9, 14, 11, 10, 15, 16, 9, 3, 17, 10, 6, 14, 12, 11, 9, 13, 20, 5, 12, 7, 2, 14, 10]
Generation:41, Observation:[[41, 2], [41, 0], [39, 18], [42, 12], [25, 2], [68, 6], [42, 25], [16, 32], [29, 24], [8, 0], [42, 1], [67, 10], [11, 54], [43, 0], [34, 13], [44, 0], [39, 9], [41, 5], [10, 28], [1, 56], [35, 11], [3, 57], [7, 0], [42, 27], [39, 12]], Rewards:[15, 10, 9, 14, 11, 10, 14, 15, 10, 2, 16, 10, 7, 14, 13, 14, 8, 12, 21, 6, 13, 6, 2, 14, 10]
Generation:42, Observation:[[44, 2], [43, 0], [42, 18], [43, 12], [27, 2], [69, 6], [44, 25], [16, 33], [31, 24], [11, 0], [45, 1], [70, 10], [13, 54], [43, 2], [37, 13], [44, 0], [42, 9], [42, 5], [10, 26], [1, 54], [38, 11], [3, 58], [8, 0], [44, 27], [42, 12]], Rewards:[16, 11, 9, 11, 10, 9, 15, 17, 9, 3, 18, 11, 7, 14, 12, 13, 8, 10, 19, 7, 11, 6, 2, 16, 10]
Generation:43, Observation:[[42, 2], [46, 0], [45, 18], [43, 13], [24, 2], [69, 9], [44, 28], [16, 36], [31, 23], [10, 0], [43, 1], [72, 10], [16, 54], [43, 1], [38, 13], [45, 0], [45, 9], [45, 5], [10, 28], [1, 56], [40, 11], [3, 60], [11, 0], [45, 27], [44, 12]], Rewards:[13, 14, 14, 11, 11, 9, 13, 14, 12, 2, 11, 11, 7, 11, 13, 10, 12, 16, 18, 6, 11, 7, 3, 13, 12]
Generation:44, Observation:[[45, 2], [44, 0], [46, 18], [45, 13], [27, 2], [70, 9], [45, 28], [16, 39], [32, 23], [13, 0], [45, 1], [73, 10], [16, 55], [44, 1], [38, 16], [48, 0], [45, 12], [44, 5], [10, 30], [1, 57], [40, 10], [3, 61], [10, 0], [46, 27], [44, 14]], Rewards:[14, 7, 17, 11, 11, 9, 13, 14, 12, 3, 13, 10, 7, 10, 13, 14, 13, 10, 19, 8, 10, 7, 2, 16, 9]
Generation:45, Observation:[[47, 2], [42, 0], [45, 18], [48, 13], [29, 2], [70, 12], [45, 31], [16, 38], [32, 25], [11, 0], [46, 1], [74, 10], [16, 57], [47, 1], [37, 16], [48, 0], [45, 13], [45, 5], [13, 30], [1, 58], [42, 10], [3, 63], [13, 0], [46, 28], [47, 14]], Rewards:[16, 7, 10, 16, 11, 11, 10, 14, 12, 2, 15, 9, 7, 16, 13, 14, 10, 11, 18, 8, 9, 6, 2, 13, 16]
Generation:46, Observation:[[45, 2], [43, 0], [46, 18], [47, 13], [30, 2], [72, 12], [46, 31], [16, 41], [35, 25], [14, 0], [49, 1], [77, 10], [18, 57], [48, 1], [39, 16], [48, 0], [45, 15], [46, 5], [13, 33], [0, 58], [42, 13], [3, 65], [11, 0], [47, 28], [47, 17]], Rewards:[13, 8, 13, 12, 11, 10, 11, 14, 11, 3, 18, 9, 8, 17, 13, 14, 10, 13, 19, 10, 10, 6, 2, 14, 14]
Generation:47, Observation:[[47, 2], [44, 0], [49, 18], [48, 13], [33, 2], [70, 12], [49, 31], [16, 44], [36, 25], [11, 0], [46, 1], [79, 10], [21, 57], [48, 0], [40, 16], [49, 0], [45, 13], [48, 5], [13, 30], [0, 59], [43, 13], [3, 66], [13, 0], [50, 28], [47, 20]], Rewards:[13, 7, 16, 11, 11, 10, 17, 12, 10, 2, 13, 9, 8, 10, 13, 11, 11, 15, 19, 10, 10, 6, 2, 19, 13]
Generation:48, Observation:[[48, 2], [46, 0], [48, 18], [50, 13], [36, 2], [71, 12], [49, 34], [13, 44], [38, 25], [14, 0], [48, 1], [81, 10], [22, 57], [51, 0], [43, 16], [51, 0], [45, 10], [46, 5], [13, 31], [0, 62], [45, 13], [3, 67], [14, 0], [50, 31], [50, 20]], Rewards:[14, 8, 12, 14, 11, 11, 15, 12, 10, 4, 14, 9, 8, 13, 10, 13, 9, 13, 17, 9, 10, 7, 4, 15, 15]
Generation:49, Observation:[[48, 0], [46, 0], [48, 21], [52, 13], [38, 2], [72, 12], [46, 34], [13, 46], [39, 25], [12, 0], [49, 1], [84, 10], [20, 57], [51, 0], [44, 16], [51, 0], [47, 10], [44, 5], [13, 33], [0, 65], [46, 13], [3, 69], [12, 0], [50, 34], [52, 20]], Rewards:[10, 7, 14, 17, 12, 11, 9, 14, 11, 2, 16, 9, 8, 11, 10, 11, 13, 11, 19, 8, 11, 7, 2, 15, 17]
Generation:50, Observation:[[50, 0], [48, 0], [51, 21], [53, 13], [40, 2], [75, 12], [47, 34], [13, 47], [39, 27], [13, 0], [50, 1], [87, 10], [22, 57], [51, 0], [46, 16], [51, 0], [47, 7], [46, 5], [13, 36], [0, 67], [46, 10], [3, 71], [15, 0], [53, 34], [52, 21]], Rewards:[10, 11, 15, 19, 13, 12, 9, 11, 10, 2, 14, 10, 8, 9, 10, 9, 11, 11, 18, 7, 8, 6, 4, 17, 17]
Generation:51, Observation:[[51, 0], [48, 0], [50, 21], [54, 13], [39, 2], [78, 12], [49, 34], [13, 49], [39, 29], [14, 0], [48, 1], [89, 10], [25, 57], [52, 0], [44, 16], [54, 0], [50, 7], [47, 5], [14, 36], [0, 69], [47, 10], [3, 74], [16, 0], [53, 36], [52, 23]], Rewards:[11, 9, 13, 20, 12, 12, 11, 10, 9, 3, 14, 10, 8, 10, 11, 12, 13, 11, 17, 7, 10, 6, 4, 17, 16]
Generation:52, Observation:[[53, 0], [50, 0], [49, 21], [57, 13], [37, 2], [80, 12], [50, 34], [13, 50], [42, 29], [17, 0], [49, 1], [90, 10], [26, 57], [54, 0], [44, 15], [54, 0], [50, 10], [49, 5], [14, 37], [0, 72], [50, 10], [3, 77], [16, 0], [53, 39], [52, 25]], Rewards:[12, 9, 11, 20, 12, 12, 10, 10, 9, 4, 13, 9, 8, 12, 13, 12, 11, 11, 17, 6, 11, 6, 4, 16, 15]
Generation:53, Observation:[[54, 0], [53, 0], [51, 21], [60, 13], [40, 2], [80, 14], [53, 34], [10, 50], [42, 31], [18, 0], [52, 1], [91, 10], [27, 57], [51, 0], [46, 15], [54, 0], [50, 12], [51, 5], [14, 38], [0, 73], [50, 13], [3, 78], [18, 0], [55, 39], [52, 28]], Rewards:[12, 11, 13, 16, 12, 13, 14, 13, 9, 4, 16, 9, 8, 9, 12, 12, 8, 11, 18, 8, 8, 6, 4, 19, 13]
Generation:54, Observation:[[51, 0], [55, 0], [52, 21], [62, 13], [42, 2], [83, 14], [55, 34], [10, 52], [44, 31], [19, 0], [54, 1], [92, 10], [25, 57], [50, 0], [49, 15], [54, 0], [51, 12], [48, 5], [14, 40], [0, 73], [50, 14], [1, 78], [18, 0], [55, 42], [53, 28]], Rewards:[9, 10, 15, 16, 12, 12, 16, 13, 9, 4, 15, 9, 8, 8, 12, 10, 12, 12, 16, 9, 10, 7, 4, 17, 13]
Generation:55, Observation:[[54, 0], [55, 0], [50, 21], [65, 13], [44, 2], [84, 14], [55, 36], [10, 53], [42, 31], [22, 0], [54, 0], [94, 10], [25, 55], [51, 0], [52, 15], [54, 0], [54, 12], [50, 5], [14, 43], [0, 75], [52, 14], [1, 81], [17, 0], [57, 42], [50, 28]], Rewards:[11, 11, 10, 15, 13, 13, 16, 13, 9, 4, 11, 9, 9, 9, 14, 11, 13, 10, 14, 7, 14, 5, 4, 17, 8]
Generation:56, Observation:[[57, 0], [55, 0], [52, 21], [67, 13], [43, 2], [85, 14], [54, 36], [10, 56], [42, 34], [23, 0], [57, 0], [97, 10], [23, 55], [52, 0], [50, 15], [56, 0], [51, 12], [51, 5], [14, 45], [0, 77], [54, 14], [1, 83], [20, 0], [57, 43], [52, 28]], Rewards:[12, 13, 13, 14, 13, 13, 12, 12, 9, 4, 12, 9, 9, 9, 12, 12, 10, 13, 14, 7, 14, 5, 4, 15, 10]
Generation:57, Observation:[[56, 0], [57, 0], [54, 21], [64, 13], [41, 2], [88, 14], [56, 36], [10, 59], [42, 37], [22, 0], [54, 0], [100, 10], [24, 55], [49, 0], [52, 15], [55, 0], [48, 12], [54, 5], [14, 46], [0, 80], [54, 17], [1, 85], [20, 3], [57, 45], [54, 28]], Rewards:[12, 13, 13, 18, 11, 12, 14, 12, 9, 5, 8, 9, 11, 7, 13, 12, 9, 12, 14, 5, 13, 5, 10, 17, 9]
Generation:58, Observation:[[59, 0], [57, 0], [56, 21], [63, 13], [41, 5], [88, 16], [56, 39], [10, 60], [42, 35], [25, 0], [57, 0], [100, 10], [26, 55], [50, 0], [54, 15], [57, 0], [48, 10], [54, 4], [14, 47], [0, 82], [54, 15], [1, 88], [20, 4], [57, 47], [56, 28]], Rewards:[12, 13, 13, 19, 13, 14, 11, 11, 10, 4, 13, 9, 10, 7, 12, 13, 11, 9, 12, 5, 12, 5, 10, 14, 11]
Generation:59, Observation:[[58, 0], [58, 0], [59, 21], [66, 13], [44, 5], [89, 16], [58, 39], [10, 63], [45, 35], [27, 0], [57, 1], [100, 10], [27, 55], [51, 0], [53, 15], [59, 0], [48, 8], [56, 4], [11, 47], [0, 83], [54, 12], [1, 91], [20, 7], [59, 47], [59, 28]], Rewards:[8, 8, 17, 20, 12, 15, 12, 11, 10, 4, 13, 10, 9, 7, 12, 9, 14, 9, 17, 5, 12, 5, 12, 14, 15]
Generation:60, Observation:[[58, 0], [60, 0], [57, 21], [68, 13], [47, 5], [91, 16], [60, 39], [10, 65], [47, 35], [27, 3], [60, 1], [100, 12], [29, 55], [52, 0], [55, 15], [59, 0], [48, 5], [59, 4], [11, 48], [0, 86], [54, 15], [1, 92], [20, 4], [62, 47], [59, 31]], Rewards:[9, 10, 14, 18, 13, 15, 15, 11, 8, 9, 13, 10, 10, 7, 12, 8, 13, 11, 17, 5, 12, 5, 10, 17, 12]
Generation:61, Observation:[[59, 0], [61, 0], [60, 21], [71, 13], [48, 5], [94, 16], [60, 42], [10, 66], [50, 35], [28, 3], [58, 1], [100, 12], [30, 55], [54, 0], [56, 15], [57, 0], [48, 2], [59, 6], [11, 51], [2, 86], [55, 15], [1, 93], [20, 7], [62, 48], [59, 30]], Rewards:[8, 12, 19, 18, 11, 14, 15, 11, 9, 10, 12, 10, 11, 6, 12, 8, 10, 13, 14, 6, 12, 4, 13, 18, 12]
Generation:62, Observation:[[61, 0], [64, 0], [58, 21], [74, 13], [51, 5], [95, 16], [60, 43], [10, 68], [51, 35], [30, 3], [59, 1], [100, 12], [31, 55], [57, 0], [59, 15], [60, 0], [47, 2], [60, 6], [11, 54], [2, 89], [57, 15], [1, 95], [20, 9], [62, 50], [61, 30]], Rewards:[11, 13, 13, 16, 12, 15, 12, 11, 9, 10, 12, 10, 12, 6, 13, 9, 10, 13, 14, 6, 11, 4, 13, 16, 15]
Generation:63, Observation:[[62, 0], [64, 0], [56, 21], [75, 13], [50, 5], [96, 16], [61, 43], [10, 69], [51, 34], [29, 3], [61, 1], [100, 12], [32, 55], [59, 0], [60, 15], [62, 0], [50, 2], [60, 4], [11, 55], [2, 92], [60, 15], [1, 96], [20, 12], [62, 49], [61, 33]], Rewards:[12, 12, 12, 16, 12, 14, 12, 10, 11, 10, 14, 9, 10, 7, 13, 12, 10, 11, 13, 6, 13, 4, 13, 15, 12]
Generation:64, Observation:[[63, 0], [64, 0], [57, 21], [76, 13], [51, 5], [98, 16], [63, 43], [10, 70], [53, 34], [30, 3], [63, 1], [100, 12], [33, 55], [62, 0], [60, 16], [63, 0], [51, 2], [60, 2], [11, 56], [2, 95], [60, 18], [1, 98], [20, 13], [62, 50], [63, 33]], Rewards:[10, 12, 13, 15, 12, 11, 13, 10, 11, 11, 12, 10, 10, 9, 12, 10, 10, 12, 14, 5, 12, 4, 14, 11, 14]
Generation:65, Observation:[[63, 1], [64, 0], [59, 21], [74, 13], [49, 5], [100, 16], [65, 43], [10, 71], [56, 34], [30, 5], [63, 0], [100, 12], [34, 55], [64, 0], [58, 16], [66, 0], [54, 2], [61, 2], [11, 59], [2, 96], [60, 16], [1, 100], [20, 16], [62, 48], [63, 35]], Rewards:[13, 11, 13, 17, 12, 10, 17, 10, 8, 12, 10, 9, 10, 11, 10, 12, 10, 14, 14, 6, 11, 4, 14, 11, 13]
Generation:66, Observation:[[66, 1], [61, 0], [59, 22], [72, 13], [50, 5], [100, 16], [65, 44], [10, 73], [57, 34], [32, 5], [66, 0], [100, 9], [35, 55], [65, 0], [59, 16], [66, 0], [57, 2], [62, 2], [11, 62], [2, 98], [63, 16], [4, 100], [20, 18], [63, 48], [64, 35]], Rewards:[14, 8, 12, 17, 12, 10, 14, 10, 7, 12, 12, 10, 10, 11, 10, 12, 10, 13, 14, 4, 13, 5, 17, 10, 15]
Generation:67, Observation:[[69, 1], [60, 0], [60, 22], [73, 13], [51, 5], [100, 17], [67, 44], [9, 73], [58, 34], [35, 5], [67, 0], [100, 9], [36, 55], [67, 0], [60, 16], [67, 0], [59, 2], [63, 2], [11, 63], [2, 100], [63, 18], [4, 100], [20, 20], [64, 48], [65, 35]], Rewards:[16, 7, 11, 17, 12, 11, 13, 11, 7, 11, 11, 11, 10, 11, 10, 11, 10, 13, 14, 4, 14, 4, 18, 11, 15]
Generation:68, Observation:[[66, 1], [60, 0], [62, 22], [74, 13], [54, 5], [98, 17], [70, 44], [9, 74], [58, 37], [36, 5], [70, 0], [100, 9], [38, 55], [68, 0], [60, 19], [68, 0], [57, 2], [66, 2], [11, 66], [2, 100], [63, 17], [4, 100], [20, 23], [63, 48], [67, 35]], Rewards:[14, 6, 12, 17, 12, 10, 15, 11, 9, 12, 11, 12, 10, 11, 12, 11, 10, 14, 14, 5, 12, 4, 18, 10, 14]
Generation:69, Observation:[[69, 1], [60, 2], [65, 22], [75, 13], [57, 5], [98, 18], [69, 44], [9, 71], [61, 37], [37, 5], [72, 0], [100, 9], [40, 55], [70, 0], [63, 19], [68, 2], [60, 2], [67, 2], [11, 68], [2, 100], [63, 20], [4, 100], [20, 25], [63, 45], [67, 38]], Rewards:[13, 8, 14, 17, 12, 10, 13, 13, 9, 12, 12, 11, 10, 12, 11, 14, 8, 13, 14, 5, 11, 5, 18, 9, 12]
Generation:70, Observation:[[71, 1], [61, 2], [64, 22], [76, 13], [57, 2], [98, 16], [72, 44], [9, 69], [58, 37], [37, 2], [73, 0], [100, 11], [41, 55], [73, 0], [63, 22], [69, 2], [61, 2], [68, 2], [11, 70], [2, 100], [63, 17], [4, 100], [20, 26], [64, 45], [68, 38]], Rewards:[13, 9, 12, 17, 8, 11, 13, 13, 8, 8, 12, 11, 9, 12, 11, 14, 9, 13, 13, 5, 12, 5, 18, 11, 12]
