Generation:25, Observation:[[6, 45], [20, 0], [0, 42], [24, 43], [0, 8], [36, 0], [19, 39], [1, 49], [7, 16], [58, 8], [14, 1], [3, 0], [19, 41], [15, 0], [4, 14], [2, 52], [48, 1], [7, 6], [18, 35], [5, 0], [6, 23], [0, 0], [12, 30], [19, 37], [7, 17]], Rewards:[13, 12, 7, 18, 6, 10, 14, 10, 13, 10, 15, 4, 14, 9, 10, 9, 14, 14, 14, 5, 11, 0, 14, 14, 13]
Generation:26, Observation:[[6, 47], [20, 0], [0, 43], [24, 40], [0, 8], [38, 0], [22, 39], [1, 51], [7, 13], [59, 8], [16, 1], [3, 0], [20, 41], [15, 0], [4, 12], [2, 54], [47, 1], [4, 6], [18, 37], [5, 0], [6, 26], [0, 0], [14, 30], [19, 40], [7, 15]], Rewards:[14, 9, 8, 16, 6, 10, 15, 10, 15, 9, 14, 4, 17, 9, 11, 9, 14, 10, 14, 6, 12, 0, 14, 15, 14]
Generation:27, Observation:[[6, 48], [21, 0], [0, 44], [24, 43], [0, 8], [40, 0], [22, 42], [1, 53], [7, 12], [60, 8], [19, 1], [2, 0], [21, 41], [15, 0], [4, 10], [2, 55], [49, 1], [5, 6], [18, 40], [3, 0], [6, 28], [0, 0], [15, 30], [22, 40], [7, 12]], Rewards:[14, 7, 8, 18, 6, 10, 16, 10, 16, 9, 13, 3, 15, 7, 13, 10, 14, 12, 12, 4, 12, 0, 14, 14, 16]
Generation:28, Observation:[[6, 49], [22, 0], [0, 46], [24, 46], [0, 8], [41, 0], [22, 45], [1, 54], [7, 13], [62, 8], [17, 1], [2, 0], [24, 41], [17, 0], [4, 7], [2, 58], [51, 1], [8, 6], [18, 37], [3, 0], [6, 31], [0, 0], [18, 30], [22, 42], [7, 13]], Rewards:[13, 7, 7, 17, 7, 10, 14, 10, 14, 10, 12, 3, 16, 7, 12, 9, 14, 15, 13, 4, 12, 0, 15, 15, 14]
Generation:29, Observation:[[7, 49], [24, 0], [0, 47], [21, 46], [0, 8], [41, 3], [23, 45], [1, 56], [7, 10], [63, 8], [18, 1], [2, 0], [23, 41], [19, 0], [4, 6], [2, 61], [52, 1], [6, 6], [18, 34], [3, 0], [6, 32], [0, 0], [18, 28], [25, 42], [7, 16]], Rewards:[15, 10, 7, 16, 7, 17, 14, 8, 16, 10, 11, 3, 15, 8, 11, 9, 12, 11, 14, 4, 12, 0, 14, 17, 14]
Generation:30, Observation:[[7, 52], [24, 0], [0, 49], [22, 46], [0, 8], [43, 3], [25, 45], [1, 59], [7, 11], [63, 5], [20, 1], [2, 2], [23, 42], [21, 0], [4, 5], [2, 63], [54, 1], [4, 6], [18, 33], [3, 0], [6, 34], [0, 0], [21, 28], [25, 45], [8, 16]], Rewards:[15, 9, 8, 16, 8, 17, 15, 8, 16, 10, 11, 8, 15, 7, 11, 9, 11, 12, 13, 5, 14, 0, 15, 15, 16]
Generation:31, Observation:[[7, 55], [25, 0], [0, 49], [25, 46], [0, 8], [45, 3], [25, 48], [1, 61], [7, 9], [64, 5], [22, 1], [2, 0], [23, 44], [22, 0], [4, 3], [2, 65], [57, 1], [4, 4], [18, 31], [3, 0], [6, 31], [0, 0], [21, 25], [25, 46], [8, 15]], Rewards:[14, 8, 7, 14, 7, 16, 14, 9, 16, 13, 11, 3, 14, 8, 11, 9, 12, 11, 13, 4, 13, 0, 16, 14, 17]
Generation:32, Observation:[[7, 57], [22, 0], [0, 52], [25, 47], [0, 8], [47, 3], [28, 48], [1, 63], [7, 8], [65, 5], [25, 1], [2, 1], [23, 46], [23, 0], [4, 1], [2, 66], [59, 1], [1, 4], [18, 33], [3, 0], [6, 33], [0, 0], [18, 25], [26, 46], [8, 12]], Rewards:[14, 7, 6, 15, 6, 17, 17, 9, 15, 13, 12, 8, 13, 7, 8, 10, 11, 9, 14, 5, 13, 0, 15, 14, 18]
Generation:33, Observation:[[7, 60], [23, 0], [0, 54], [27, 47], [0, 8], [49, 3], [28, 46], [3, 63], [5, 8], [66, 5], [23, 1], [2, 0], [24, 46], [26, 0], [4, 2], [2, 68], [60, 1], [3, 4], [18, 31], [3, 0], [6, 34], [0, 0], [19, 25], [26, 49], [8, 9]], Rewards:[15, 7, 6, 17, 6, 16, 15, 11, 14, 13, 11, 2, 14, 8, 12, 8, 12, 10, 15, 3, 15, 0, 16, 14, 18]
Generation:34, Observation:[[7, 61], [24, 0], [0, 55], [27, 48], [0, 9], [50, 3], [28, 47], [3, 65], [4, 8], [68, 5], [24, 1], [2, 0], [27, 46], [28, 0], [4, 5], [2, 71], [63, 1], [5, 4], [18, 30], [4, 0], [7, 34], [0, 0], [19, 24], [26, 47], [8, 6]], Rewards:[14, 7, 6, 15, 10, 15, 14, 11, 12, 11, 11, 2, 14, 10, 11, 8, 12, 12, 15, 4, 15, 0, 16, 15, 16]
Generation:35, Observation:[[7, 62], [27, 0], [0, 57], [30, 48], [0, 9], [52, 3], [28, 46], [3, 62], [4, 7], [70, 5], [27, 1], [2, 3], [27, 47], [28, 0], [4, 3], [2, 73], [65, 1], [4, 4], [18, 29], [4, 0], [7, 31], [0, 0], [19, 21], [29, 47], [11, 6]], Rewards:[14, 7, 6, 17, 8, 14, 15, 11, 12, 12, 10, 7, 14, 8, 9, 6, 10, 11, 15, 5, 15, 0, 16, 15, 16]
Generation:36, Observation:[[7, 64], [29, 0], [0, 56], [30, 50], [0, 9], [53, 3], [28, 44], [4, 62], [4, 4], [72, 5], [30, 1], [2, 0], [28, 47], [30, 0], [4, 5], [2, 76], [68, 1], [7, 4], [18, 28], [4, 0], [8, 31], [0, 0], [19, 23], [29, 50], [12, 6]], Rewards:[14, 9, 7, 14, 9, 14, 13, 11, 10, 13, 14, 2, 13, 10, 10, 5, 11, 11, 15, 3, 16, 0, 16, 13, 17]
Generation:37, Observation:[[5, 64], [32, 0], [0, 57], [28, 50], [0, 9], [55, 3], [30, 44], [4, 63], [4, 2], [72, 2], [28, 1], [2, 0], [29, 47], [33, 0], [4, 3], [2, 79], [69, 1], [6, 4], [18, 27], [4, 0], [6, 31], [0, 0], [19, 26], [30, 50], [12, 7]], Rewards:[15, 11, 7, 12, 8, 16, 16, 11, 9, 11, 12, 2, 14, 11, 10, 3, 10, 15, 16, 3, 15, 0, 15, 14, 17]
Generation:38, Observation:[[5, 66], [32, 0], [0, 59], [29, 50], [0, 9], [56, 3], [30, 46], [4, 65], [4, 4], [74, 2], [30, 1], [2, 0], [29, 48], [33, 0], [4, 1], [2, 80], [71, 1], [7, 4], [18, 24], [4, 0], [6, 28], [0, 2], [19, 23], [32, 50], [12, 8]], Rewards:[15, 10, 7, 12, 8, 16, 15, 11, 11, 11, 13, 2, 12, 11, 6, 4, 9, 15, 16, 3, 15, 7, 15, 14, 17]
Generation:39, Observation:[[5, 67], [32, 3], [0, 61], [32, 50], [0, 9], [58, 3], [30, 47], [4, 68], [4, 1], [74, 5], [32, 1], [2, 2], [31, 48], [33, 0], [4, 3], [2, 82], [74, 1], [8, 4], [18, 21], [4, 0], [6, 25], [0, 1], [19, 21], [32, 48], [12, 9]], Rewards:[14, 13, 7, 14, 7, 14, 13, 12, 4, 13, 10, 8, 14, 11, 8, 3, 7, 15, 15, 3, 18, 2, 15, 13, 17]
Generation:40, Observation:[[5, 70], [35, 3], [0, 63], [33, 50], [0, 9], [61, 3], [33, 47], [4, 69], [4, 3], [75, 5], [33, 1], [2, 0], [33, 48], [35, 0], [4, 1], [2, 84], [74, 2], [8, 3], [18, 20], [4, 0], [5, 25], [0, 0], [19, 20], [35, 48], [12, 10]], Rewards:[15, 14, 7, 13, 7, 14, 13, 11, 8, 15, 10, 2, 12, 9, 6, 3, 11, 12, 16, 3, 17, 0, 15, 14, 18]
Generation:41, Observation:[[5, 71], [35, 2], [3, 63], [35, 50], [0, 10], [62, 3], [35, 47], [4, 71], [4, 0], [76, 5], [34, 1], [2, 2], [35, 48], [36, 0], [4, 3], [2, 87], [76, 2], [6, 3], [18, 19], [4, 0], [5, 26], [0, 0], [19, 18], [35, 51], [12, 9]], Rewards:[14, 8, 10, 13, 7, 16, 13, 11, 3, 15, 10, 6, 13, 11, 9, 2, 10, 14, 17, 3, 17, 0, 16, 13, 17]
Generation:42, Observation:[[5, 73], [37, 2], [3, 64], [37, 50], [0, 10], [65, 3], [37, 47], [4, 73], [4, 1], [76, 4], [35, 1], [2, 1], [37, 48], [36, 0], [4, 2], [2, 88], [78, 2], [3, 3], [18, 18], [4, 0], [5, 23], [0, 0], [19, 17], [37, 51], [12, 11]], Rewards:[15, 10, 11, 14, 6, 16, 14, 12, 6, 16, 7, 4, 14, 4, 7, 2, 11, 9, 19, 4, 18, 0, 18, 14, 18]
Generation:43, Observation:[[5, 76], [37, 0], [3, 67], [39, 50], [0, 10], [65, 4], [37, 50], [4, 75], [4, 4], [79, 4], [36, 1], [0, 1], [38, 48], [36, 3], [4, 3], [2, 91], [80, 2], [5, 3], [19, 18], [4, 1], [5, 20], [0, 0], [17, 17], [38, 51], [14, 11]], Rewards:[15, 5, 10, 16, 6, 17, 14, 11, 10, 13, 6, 1, 16, 8, 8, 3, 11, 10, 19, 5, 18, 0, 18, 17, 17]
Generation:44, Observation:[[5, 78], [39, 0], [3, 68], [39, 51], [0, 10], [68, 4], [39, 50], [4, 76], [4, 1], [81, 4], [39, 1], [0, 0], [38, 51], [37, 3], [1, 3], [2, 93], [81, 2], [4, 3], [19, 17], [4, 0], [5, 17], [0, 0], [18, 17], [41, 51], [14, 14]], Rewards:[16, 6, 12, 13, 6, 17, 13, 12, 6, 14, 8, 0, 14, 10, 8, 4, 11, 8, 18, 3, 17, 0, 18, 16, 17]
Generation:45, Observation:[[5, 81], [39, 2], [3, 69], [40, 51], [0, 10], [69, 4], [39, 51], [4, 77], [4, 3], [83, 4], [39, 0], [0, 0], [39, 51], [37, 0], [1, 2], [2, 96], [84, 2], [6, 3], [19, 20], [4, 0], [5, 15], [0, 0], [15, 17], [41, 53], [14, 12]], Rewards:[15, 8, 12, 15, 6, 17, 13, 12, 10, 14, 4, 0, 13, 5, 6, 4, 11, 14, 19, 3, 16, 0, 19, 18, 17]
Generation:46, Observation:[[5, 82], [41, 2], [3, 71], [40, 53], [0, 10], [71, 4], [40, 51], [4, 75], [4, 2], [86, 4], [42, 0], [0, 0], [42, 51], [39, 0], [1, 1], [2, 97], [84, 0], [3, 3], [19, 19], [4, 0], [5, 17], [3, 0], [16, 17], [43, 53], [14, 10]], Rewards:[15, 12, 11, 14, 6, 17, 13, 13, 9, 15, 7, 0, 14, 4, 7, 3, 6, 9, 20, 4, 17, 2, 18, 17, 16]
Generation:47, Observation:[[5, 84], [41, 0], [3, 73], [43, 53], [0, 11], [71, 5], [41, 51], [4, 77], [4, 3], [89, 4], [39, 0], [0, 0], [42, 52], [42, 0], [1, 0], [2, 94], [85, 0], [4, 3], [19, 18], [4, 0], [5, 15], [4, 0], [18, 17], [43, 56], [14, 11]], Rewards:[15, 4, 11, 16, 6, 18, 14, 11, 9, 14, 4, 0, 15, 5, 1, 5, 6, 9, 20, 3, 17, 3, 19, 16, 16]
Generation:48, Observation:[[7, 84], [41, 2], [3, 76], [43, 56], [0, 11], [71, 7], [44, 51], [4, 78], [4, 1], [91, 4], [39, 0], [0, 0], [42, 55], [42, 0], [0, 0], [2, 95], [83, 0], [7, 3], [19, 16], [4, 0], [5, 14], [4, 0], [19, 17], [43, 59], [14, 13]], Rewards:[15, 11, 10, 15, 6, 19, 19, 11, 8, 14, 4, 0, 13, 5, 0, 6, 6, 14, 19, 3, 16, 3, 19, 15, 17]
Generation:49, Observation:[[7, 85], [41, 0], [3, 78], [43, 59], [0, 11], [69, 7], [44, 53], [4, 80], [4, 4], [92, 4], [42, 0], [0, 0], [45, 55], [45, 0], [0, 0], [2, 94], [86, 0], [6, 3], [20, 16], [4, 0], [5, 16], [1, 0], [16, 17], [45, 59], [16, 13]], Rewards:[16, 4, 11, 13, 6, 19, 14, 12, 11, 13, 4, 0, 15, 6, 0, 9, 6, 13, 18, 3, 16, 1, 19, 14, 17]
Generation:50, Observation:[[7, 87], [41, 2], [3, 81], [46, 59], [1, 11], [72, 7], [44, 54], [4, 82], [2, 4], [95, 4], [44, 0], [0, 0], [45, 58], [45, 0], [0, 0], [2, 93], [87, 0], [5, 3], [20, 19], [4, 0], [5, 19], [1, 0], [16, 18], [45, 60], [16, 12]], Rewards:[16, 11, 12, 16, 8, 19, 13, 13, 9, 12, 4, 0, 14, 5, 0, 9, 6, 12, 19, 4, 17, 0, 17, 15, 17]
Generation:51, Observation:[[7, 89], [42, 2], [3, 84], [46, 60], [0, 11], [75, 7], [47, 54], [1, 82], [2, 3], [95, 6], [45, 0], [0, 0], [45, 56], [45, 0], [0, 3], [2, 90], [89, 0], [2, 3], [22, 19], [4, 0], [5, 22], [1, 3], [19, 18], [46, 60], [19, 12]], Rewards:[15, 9, 14, 15, 6, 19, 17, 9, 7, 12, 4, 0, 14, 4, 5, 11, 6, 7, 19, 6, 19, 7, 17, 15, 17]
Generation:52, Observation:[[7, 90], [44, 2], [3, 87], [46, 63], [0, 14], [76, 7], [47, 55], [1, 84], [2, 1], [97, 6], [45, 0], [0, 0], [48, 56], [48, 0], [0, 0], [2, 89], [89, 0], [2, 4], [22, 18], [5, 0], [5, 21], [1, 6], [21, 18], [46, 61], [19, 10]], Rewards:[16, 10, 13, 13, 7, 19, 16, 9, 9, 12, 5, 0, 16, 7, 0, 10, 7, 9, 18, 6, 18, 7, 18, 13, 16]
Generation:53, Observation:[[7, 93], [45, 2], [3, 90], [48, 63], [0, 14], [79, 7], [47, 52], [1, 87], [2, 4], [100, 6], [46, 0], [0, 0], [48, 59], [48, 0], [0, 0], [4, 89], [91, 0], [3, 4], [22, 19], [5, 0], [8, 21], [1, 8], [24, 18], [43, 61], [19, 11]], Rewards:[14, 10, 12, 15, 7, 18, 16, 9, 9, 11, 6, 0, 14, 6, 0, 12, 7, 9, 19, 7, 20, 9, 18, 13, 16]
Generation:54, Observation:[[7, 94], [46, 2], [3, 93], [49, 63], [0, 14], [81, 7], [44, 52], [0, 87], [2, 2], [100, 6], [47, 0], [0, 0], [48, 62], [51, 0], [0, 0], [4, 86], [91, 0], [4, 4], [22, 21], [5, 0], [8, 19], [1, 11], [24, 17], [45, 61], [19, 12]], Rewards:[14, 11, 11, 16, 7, 17, 13, 8, 9, 11, 7, 0, 15, 8, 0, 12, 6, 11, 19, 6, 19, 10, 19, 13, 16]
Generation:55, Observation:[[7, 96], [46, 0], [3, 95], [49, 64], [0, 14], [84, 7], [47, 52], [0, 90], [2, 0], [100, 6], [48, 0], [2, 0], [48, 63], [51, 0], [0, 0], [4, 84], [93, 0], [5, 4], [23, 21], [5, 0], [8, 16], [1, 14], [24, 16], [47, 61], [19, 14]], Rewards:[14, 4, 11, 16, 6, 16, 14, 7, 3, 12, 6, 3, 14, 8, 0, 14, 6, 12, 19, 5, 18, 8, 19, 12, 15]
Generation:56, Observation:[[7, 99], [46, 1], [2, 95], [49, 66], [0, 14], [86, 7], [47, 55], [0, 92], [2, 0], [100, 3], [47, 0], [2, 0], [49, 63], [51, 0], [0, 0], [4, 81], [94, 0], [4, 4], [23, 19], [5, 0], [8, 15], [1, 11], [24, 14], [49, 61], [19, 16]], Rewards:[13, 11, 9, 14, 6, 16, 14, 7, 3, 12, 4, 3, 14, 8, 0, 14, 6, 12, 19, 6, 18, 9, 17, 14, 19]
Generation:57, Observation:[[7, 100], [47, 1], [2, 96], [49, 67], [0, 14], [89, 7], [47, 52], [0, 93], [2, 0], [100, 3], [49, 0], [2, 0], [51, 63], [51, 2], [0, 0], [4, 78], [97, 0], [6, 4], [23, 16], [5, 0], [8, 14], [1, 13], [24, 11], [49, 62], [19, 13]], Rewards:[13, 10, 9, 13, 9, 16, 13, 7, 3, 12, 5, 3, 16, 14, 0, 14, 6, 14, 19, 5, 18, 9, 16, 13, 16]
Generation:58, Observation:[[7, 100], [48, 1], [2, 95], [52, 67], [0, 14], [90, 7], [47, 49], [3, 93], [2, 0], [100, 3], [51, 0], [2, 2], [51, 66], [51, 0], [1, 0], [4, 77], [100, 0], [9, 4], [23, 14], [5, 0], [8, 12], [1, 16], [24, 8], [52, 62], [19, 16]], Rewards:[12, 11, 9, 16, 8, 14, 16, 13, 2, 11, 5, 8, 13, 5, 1, 14, 4, 16, 16, 5, 15, 10, 17, 16, 18]
Generation:59, Observation:[[7, 100], [49, 1], [2, 98], [52, 68], [0, 16], [91, 7], [50, 49], [3, 96], [2, 0], [100, 3], [52, 0], [2, 0], [52, 66], [53, 0], [1, 0], [4, 74], [100, 0], [7, 4], [23, 17], [5, 0], [8, 15], [1, 19], [24, 6], [52, 65], [19, 14]], Rewards:[12, 11, 8, 13, 9, 18, 16, 12, 2, 11, 5, 2, 13, 8, 1, 14, 4, 14, 18, 5, 17, 11, 16, 13, 15]
Generation:60, Observation:[[7, 100], [52, 1], [2, 99], [54, 68], [0, 16], [93, 7], [53, 49], [3, 97], [2, 0], [100, 3], [54, 0], [2, 0], [55, 66], [55, 0], [1, 0], [2, 74], [100, 0], [5, 4], [20, 17], [7, 0], [8, 18], [1, 20], [24, 3], [55, 65], [19, 16]], Rewards:[12, 11, 8, 13, 7, 17, 14, 14, 2, 11, 5, 2, 15, 6, 1, 10, 6, 14, 17, 6, 19, 11, 14, 15, 15]
Generation:61, Observation:[[7, 100], [53, 1], [2, 100], [54, 70], [0, 16], [95, 7], [56, 49], [3, 99], [2, 0], [100, 3], [54, 0], [4, 0], [55, 67], [55, 3], [1, 0], [2, 71], [100, 0], [6, 4], [20, 14], [7, 0], [11, 18], [1, 23], [23, 3], [55, 68], [19, 18]], Rewards:[11, 10, 10, 12, 8, 15, 18, 11, 2, 11, 4, 5, 14, 12, 1, 10, 8, 14, 16, 6, 17, 11, 14, 14, 16]
Generation:62, Observation:[[7, 100], [54, 1], [2, 100], [56, 70], [0, 16], [98, 7], [56, 52], [3, 100], [2, 0], [100, 3], [57, 0], [4, 2], [55, 69], [55, 1], [1, 0], [2, 70], [100, 0], [7, 4], [17, 14], [7, 3], [11, 16], [1, 26], [22, 3], [56, 68], [17, 18]], Rewards:[10, 8, 9, 14, 8, 14, 14, 11, 2, 12, 8, 11, 13, 8, 1, 9, 8, 14, 15, 12, 16, 10, 15, 13, 17]
Generation:63, Observation:[[7, 100], [54, 0], [2, 100], [59, 70], [0, 16], [99, 7], [56, 53], [3, 100], [2, 2], [100, 3], [55, 0], [4, 3], [55, 71], [57, 1], [1, 0], [2, 69], [100, 0], [6, 4], [17, 17], [7, 1], [11, 17], [1, 29], [20, 3], [56, 70], [17, 15]], Rewards:[11, 4, 9, 16, 8, 14, 14, 11, 8, 12, 4, 12, 15, 11, 1, 7, 8, 14, 16, 10, 18, 9, 15, 14, 15]
Generation:64, Observation:[[7, 100], [56, 0], [2, 100], [59, 73], [0, 16], [100, 7], [56, 56], [3, 100], [2, 0], [100, 3], [56, 0], [4, 6], [58, 71], [57, 0], [1, 0], [5, 69], [100, 0], [7, 4], [17, 14], [7, 0], [11, 14], [1, 31], [17, 3], [58, 70], [17, 16]], Rewards:[11, 4, 9, 18, 9, 13, 11, 10, 2, 11, 4, 13, 16, 5, 1, 11, 7, 13, 16, 6, 16, 8, 13, 16, 16]
Generation:65, Observation:[[7, 99], [56, 0], [2, 100], [59, 76], [3, 16], [100, 9], [59, 56], [6, 100], [2, 0], [100, 3], [57, 0], [4, 4], [61, 71], [57, 0], [1, 0], [5, 66], [100, 0], [5, 4], [17, 15], [7, 0], [11, 16], [1, 33], [15, 3], [58, 71], [17, 14]], Rewards:[12, 4, 9, 16, 12, 13, 15, 13, 1, 12, 4, 11, 17, 4, 0, 10, 7, 11, 17, 7, 18, 6, 14, 15, 17]
Generation:66, Observation:[[7, 100], [57, 0], [2, 100], [61, 76], [2, 16], [100, 9], [59, 59], [6, 100], [2, 0], [100, 3], [59, 0], [4, 1], [63, 71], [58, 0], [1, 0], [5, 63], [100, 0], [5, 2], [17, 16], [7, 0], [11, 14], [1, 34], [12, 3], [58, 68], [17, 17]], Rewards:[12, 4, 8, 17, 9, 13, 14, 12, 1, 14, 5, 10, 18, 4, 0, 10, 7, 11, 18, 5, 16, 6, 16, 13, 19]
Generation:67, Observation:[[7, 99], [59, 0], [2, 100], [63, 76], [1, 16], [100, 9], [59, 60], [6, 100], [2, 0], [100, 3], [57, 0], [4, 0], [64, 71], [60, 0], [1, 0], [5, 62], [100, 0], [7, 2], [17, 17], [7, 0], [11, 17], [1, 37], [10, 3], [60, 68], [17, 16]], Rewards:[11, 4, 10, 17, 6, 13, 12, 12, 2, 14, 4, 3, 18, 5, 0, 10, 7, 12, 18, 5, 19, 6, 15, 15, 17]
Generation:68, Observation:[[7, 100], [59, 1], [2, 100], [64, 76], [0, 16], [100, 9], [60, 60], [3, 100], [2, 0], [100, 0], [59, 0], [4, 0], [64, 73], [60, 0], [1, 0], [6, 62], [100, 0], [6, 2], [15, 17], [7, 0], [9, 17], [1, 40], [10, 5], [59, 68], [17, 19]], Rewards:[12, 11, 8, 17, 6, 13, 14, 9, 2, 7, 4, 4, 17, 5, 1, 11, 7, 12, 18, 6, 17, 7, 17, 12, 20]
Generation:69, Observation:[[7, 100], [62, 1], [2, 100], [65, 76], [2, 16], [100, 9], [60, 61], [3, 100], [2, 0], [100, 0], [60, 0], [4, 0], [64, 75], [60, 0], [2, 0], [6, 61], [100, 0], [7, 2], [15, 19], [7, 0], [9, 18], [1, 41], [8, 5], [62, 68], [17, 17]], Rewards:[11, 13, 6, 18, 7, 13, 11, 9, 1, 7, 4, 4, 17, 4, 1, 10, 7, 13, 20, 5, 19, 6, 16, 15, 18]
Generation:70, Observation:[[7, 100], [62, 0], [2, 100], [65, 77], [0, 16], [100, 9], [62, 61], [3, 100], [2, 0], [100, 0], [61, 0], [4, 0], [64, 78], [62, 0], [5, 0], [8, 61], [100, 0], [5, 2], [15, 18], [9, 0], [9, 16], [1, 42], [5, 5], [65, 68], [17, 20]], Rewards:[12, 4, 7, 16, 6, 13, 12, 8, 2, 7, 4, 4, 17, 4, 4, 13, 7, 12, 19, 7, 16, 7, 11, 17, 20]
Generation:71, Observation:[[7, 100], [62, 0], [2, 100], [65, 80], [0, 16], [100, 9], [64, 61], [3, 98], [2, 0], [100, 0], [63, 0], [4, 0], [66, 78], [62, 0], [5, 0], [8, 59], [100, 0], [8, 2], [15, 17], [9, 0], [9, 18], [1, 45], [5, 7], [65, 69], [17, 19]], Rewards:[12, 4, 7, 16, 6, 13, 15, 9, 2, 7, 4, 4, 18, 4, 4, 12, 7, 14, 18, 8, 18, 7, 11, 16, 20]
Generation:72, Observation:[[7, 98], [64, 0], [2, 100], [66, 80], [0, 16], [100, 9], [64, 58], [3, 100], [2, 0], [100, 0], [62, 0], [4, 0], [66, 81], [64, 0], [5, 0], [8, 57], [100, 0], [6, 2], [15, 19], [9, 0], [9, 16], [1, 47], [5, 8], [65, 70], [17, 18]], Rewards:[12, 4, 8, 17, 6, 13, 13, 9, 2, 7, 4, 4, 17, 4, 4, 13, 7, 14, 20, 7, 16, 7, 11, 16, 19]
Generation:73, Observation:[[7, 99], [64, 0], [2, 97], [66, 83], [0, 16], [100, 9], [67, 58], [3, 100], [2, 0], [100, 0], [63, 0], [4, 0], [68, 81], [64, 0], [5, 0], [8, 55], [100, 0], [9, 2], [15, 20], [9, 0], [9, 15], [1, 48], [5, 10], [65, 71], [17, 17]], Rewards:[12, 3, 9, 17, 7, 12, 17, 10, 2, 6, 3, 4, 17, 3, 4, 15, 6, 15, 19, 7, 15, 7, 12, 15, 20]
Generation:74, Observation:[[8, 99], [64, 0], [2, 100], [66, 84], [0, 16], [100, 9], [67, 60], [3, 100], [2, 3], [100, 0], [64, 0], [2, 0], [68, 83], [64, 0], [5, 0], [8, 56], [100, 0], [8, 2], [15, 17], [9, 0], [9, 18], [1, 47], [5, 11], [68, 71], [17, 19]], Rewards:[11, 3, 8, 16, 7, 12, 16, 10, 10, 7, 3, 2, 16, 3, 4, 14, 7, 12, 18, 8, 18, 7, 11, 17, 20]
Generation:75, Observation:[[8, 100], [65, 0], [2, 100], [68, 84], [3, 16], [100, 9], [67, 62], [3, 100], [2, 5], [100, 0], [66, 0], [2, 0], [68, 84], [66, 0], [2, 0], [8, 54], [100, 0], [6, 2], [15, 20], [9, 0], [9, 17], [1, 49], [5, 12], [68, 74], [17, 17]], Rewards:[12, 3, 6, 16, 11, 12, 15, 9, 8, 7, 3, 1, 16, 3, 1, 15, 7, 13, 19, 7, 17, 6, 13, 16, 19]
Generation:76, Observation:[[8, 100], [62, 0], [2, 100], [70, 84], [0, 16], [100, 9], [67, 64], [3, 100], [2, 6], [100, 0], [67, 0], [2, 0], [68, 81], [69, 0], [2, 0], [8, 53], [100, 0], [7, 2], [15, 17], [9, 0], [9, 15], [1, 50], [2, 12], [68, 77], [17, 18]], Rewards:[12, 3, 7, 18, 7, 12, 13, 11, 9, 7, 3, 2, 15, 6, 2, 15, 7, 13, 19, 7, 16, 7, 8, 15, 20]
Generation:77, Observation:[[8, 100], [63, 0], [2, 100], [71, 84], [0, 16], [100, 9], [68, 64], [1, 100], [2, 7], [100, 0], [70, 0], [2, 0], [68, 82], [69, 0], [5, 0], [8, 52], [100, 0], [8, 2], [15, 16], [9, 0], [9, 17], [1, 51], [2, 15], [70, 77], [17, 15]], Rewards:[11, 3, 7, 18, 8, 12, 13, 6, 10, 7, 5, 3, 13, 5, 6, 14, 7, 12, 18, 8, 19, 7, 8, 16, 16]
Generation:78, Observation:[[8, 100], [65, 0], [5, 100], [71, 86], [0, 16], [100, 9], [69, 64], [1, 100], [2, 10], [100, 0], [69, 0], [2, 0], [69, 82], [67, 0], [7, 0], [8, 51], [100, 0], [7, 2], [15, 17], [9, 0], [9, 16], [1, 54], [2, 17], [70, 79], [16, 15]], Rewards:[12, 3, 10, 18, 7, 11, 14, 6, 9, 7, 3, 3, 14, 3, 6, 14, 7, 13, 18, 8, 16, 8, 11, 17, 17]
Generation:79, Observation:[[8, 100], [68, 0], [5, 100], [71, 87], [0, 16], [100, 9], [72, 64], [1, 100], [2, 12], [100, 0], [66, 0], [2, 0], [69, 80], [69, 0], [7, 2], [11, 51], [100, 0], [6, 2], [15, 16], [9, 2], [9, 17], [1, 57], [2, 18], [70, 81], [16, 17]], Rewards:[12, 3, 10, 17, 6, 11, 18, 6, 9, 7, 3, 3, 14, 3, 12, 17, 7, 12, 16, 13, 16, 8, 12, 16, 18]
Generation:80, Observation:[[8, 98], [69, 0], [5, 100], [72, 87], [0, 16], [98, 9], [71, 64], [1, 100], [2, 14], [100, 0], [67, 0], [2, 0], [70, 80], [72, 0], [7, 4], [11, 48], [100, 0], [9, 2], [15, 17], [9, 0], [9, 19], [1, 60], [2, 21], [67, 81], [16, 19]], Rewards:[11, 4, 11, 17, 7, 11, 16, 7, 8, 8, 3, 3, 14, 6, 13, 18, 8, 13, 17, 8, 15, 7, 12, 13, 18]
Generation:81, Observation:[[8, 100], [69, 0], [5, 100], [69, 87], [0, 16], [99, 9], [71, 67], [1, 100], [2, 16], [100, 0], [70, 0], [2, 0], [71, 80], [72, 0], [10, 4], [11, 46], [100, 0], [7, 2], [14, 17], [9, 0], [9, 20], [1, 61], [2, 23], [68, 81], [16, 20]], Rewards:[11, 4, 10, 13, 6, 11, 16, 6, 8, 8, 5, 3, 15, 7, 16, 18, 8, 13, 17, 7, 15, 7, 12, 13, 18]
