2
2
14;[2,10][0,0][25,1][0,0][2,0][7,26][3,26][9,0][10,0][1,0][12,19][4,40][21,9][9,41][0,8][14,26][6,10][4,11][3,0][9,21][37,9][5,45][3,1][0,1][5,0];11,0,14,0,4,19,15,9,10,2,18,21,16,23,8,20,13,12,5,17,22,24,6,3,7,;
15;[5,10][0,0][27,1][1,0][5,0][7,29][3,27][9,0][8,0][1,0][12,21][4,43][23,9][9,44][0,8][14,29][6,11][4,9][3,0][9,23][37,8][5,48][4,1][0,1][5,0];12,0,14,1,5,19,15,10,8,1,18,22,16,23,9,20,13,11,4,17,21,24,7,3,5,;
16;[2,10][0,2][28,1][4,0][3,0][7,32][3,29][9,0][9,0][1,0][12,24][4,46][24,9][9,41][0,8][12,29][3,11][4,10][3,0][9,24][38,8][5,49][7,1][0,1][5,0];11,2,14,5,3,19,15,9,9,0,18,23,16,22,8,20,13,12,3,17,21,24,7,1,6,;
17;[4,10][0,1][31,1][4,1][6,0][7,35][3,32][9,0][12,0][1,0][12,26][4,49][26,9][9,43][0,8][12,30][4,11][4,8][0,0][9,27][40,8][5,50][6,1][0,1][2,0];12,2,14,5,6,20,16,9,10,1,18,23,15,22,8,19,13,11,0,17,21,24,7,2,4,;
18;[2,10][0,4][32,1][4,4][3,0][7,38][1,32][9,0][14,0][1,0][12,28][4,51][26,7][9,40][0,8][12,32][1,11][4,9][1,0][12,27][43,8][5,51][3,1][0,1][0,0];10,6,14,7,4,20,16,9,13,1,18,23,15,21,8,19,11,12,1,17,22,24,5,3,0,;
19;[4,10][0,3][34,1][4,6][0,0][7,41][1,35][9,0][12,0][0,0][12,25][4,53][28,7][9,42][0,8][15,32][1,9][4,7][0,0][12,28][45,8][5,52][0,1][0,1][0,0];13,6,14,9,0,20,16,8,12,0,17,24,15,21,7,19,10,11,0,18,22,23,4,4,0,;
20;[2,10][0,0][37,1][4,8][2,0][7,43][1,37][9,0][12,0][0,0][12,28][4,55][31,7][9,44][0,8][18,32][2,9][4,5][0,0][12,31][46,8][5,53][0,1][0,0][0,0];13,0,14,12,6,20,16,8,11,0,17,24,15,21,7,19,10,9,0,18,22,23,5,0,0,;
21;[0,10][0,0][40,1][1,8][0,0][7,46][1,38][9,0][11,0][0,0][12,31][4,57][34,7][9,46][0,8][18,34][0,9][4,3][3,0][12,32][49,8][5,54][3,1][0,0][0,0];12,0,15,10,0,20,14,9,13,0,17,24,16,21,8,19,11,7,5,18,22,23,6,0,0,;
22;[0,10][0,0][42,1][1,5][3,0][7,49][1,40][9,0][9,0][0,0][12,34][4,60][35,7][9,49][0,8][21,34][1,9][4,2][1,0][12,33][46,8][5,55][0,1][0,0][0,0];13,0,16,8,6,21,14,10,10,0,18,24,15,22,9,20,12,7,4,17,19,23,5,0,0,;
23;[2,10][0,0][43,1][1,4][2,0][7,50][1,42][9,0][10,0][0,0][12,35][4,61][37,7][9,51][0,8][21,35][0,9][4,0][0,0][12,36][48,8][5,56][2,1][0,0][0,0];13,0,15,8,5,21,14,10,12,0,17,24,16,22,9,20,11,7,0,18,19,23,6,0,0,;
24;[1,10][0,0][44,1][1,3][0,0][7,51][0,42][9,0][7,0][0,0][12,37][4,63][38,7][9,54][0,8][21,38][0,9][4,0][1,0][12,37][51,8][5,58][0,1][0,0][0,0];13,0,15,8,0,19,14,11,9,0,17,24,16,22,10,21,12,7,5,17,20,23,6,0,0,;
25;[0,10][0,0][47,1][1,1][2,0][7,50][0,44][9,0][9,0][0,0][12,38][4,61][39,7][9,56][0,8][21,39][2,9][4,0][1,1][12,36][54,8][5,61][3,1][0,0][0,0];12,0,16,5,4,19,14,10,10,0,18,23,15,22,9,20,13,7,5,17,21,24,8,0,0,;
26;[3,10][0,0][49,1][1,0][0,0][7,52][0,47][9,0][12,0][0,0][12,41][4,63][40,7][9,53][3,8][21,42][0,9][4,0][2,1][12,37][57,8][5,63][6,1][0,0][0,0];13,0,17,5,0,19,15,9,12,0,18,23,14,20,11,21,10,7,6,16,22,24,8,0,0,;
27;[0,10][0,0][51,1][1,0][1,0][7,54][0,50][9,0][11,0][0,0][12,43][4,66][42,7][9,54][1,8][21,45][2,9][4,0][3,1][14,37][59,8][5,65][6,0][0,0][0,0];11,0,17,4,4,19,15,9,12,0,18,24,14,20,10,21,13,6,7,16,22,23,8,0,0,;
28;[1,10][0,0][53,1][1,0][4,0][7,55][0,52][9,3][8,0][0,0][12,45][4,67][45,7][9,56][0,8][21,46][2,8][4,0][4,1][14,38][60,8][5,63][3,0][0,0][0,0];12,0,17,4,6,19,16,13,9,0,18,24,14,20,10,21,11,6,8,15,22,23,5,0,0,;
29;[4,10][0,0][56,1][1,1][3,0][7,57][0,52][9,1][8,1][0,0][12,46][4,68][47,7][9,59][0,8][21,49][3,8][4,0][1,1][14,41][63,8][5,64][1,0][0,0][0,0];13,0,17,5,7,19,14,11,10,0,18,24,15,20,9,22,12,8,5,16,23,21,4,0,0,;
30;[4,8][0,0][57,1][1,0][1,0][6,57][0,51][9,0][6,1][0,0][12,48][4,71][49,7][9,62][0,8][21,51][5,8][4,0][4,1][14,42][65,8][5,67][0,0][0,1][0,0];12,0,17,4,4,19,14,11,9,0,18,24,15,20,10,21,13,7,8,16,23,22,0,6,0,;
31;[4,7][0,0][60,1][1,3][0,0][6,59][0,52][12,0][3,1][0,0][12,50][4,73][51,7][9,59][0,8][21,52][5,9][4,1][2,1][14,44][65,5][5,70][2,0][0,1][0,0];11,0,17,8,0,19,14,12,7,0,18,24,15,20,10,22,13,9,6,16,21,23,5,4,0,;
32;[2,7][0,0][60,4][1,1][0,0][6,62][0,54][12,0][5,1][0,0][12,51][4,76][52,7][9,60][0,8][21,55][6,9][4,0][3,1][14,47][67,5][5,71][0,0][0,1][0,0];11,0,18,6,0,19,14,12,9,0,17,24,15,20,10,22,13,7,8,16,21,23,0,5,0,;
33;[4,7][0,3][61,4][1,4][0,0][6,65][0,54][12,0][6,1][0,0][12,54][4,78][55,7][9,63][0,8][21,58][4,9][4,0][6,1][14,44][70,5][5,69][0,0][0,1][0,0];11,5,17,7,0,19,14,12,8,0,18,24,16,20,10,23,13,6,8,15,22,21,0,4,0,;
34;[3,7][0,2][61,6][1,2][0,0][6,66][0,55][12,0][6,0][0,0][14,54][3,78][57,7][9,65][0,8][21,59][1,9][4,0][4,1][14,45][73,5][5,70][0,0][0,1][0,0];11,5,17,6,0,19,14,13,9,0,18,24,16,20,10,23,12,7,8,15,22,21,0,4,0,;
35;[6,7][0,1][61,8][1,0][0,0][6,67][0,56][12,0][7,0][0,0][14,51][3,80][59,7][9,66][0,8][21,61][0,9][4,0][2,1][14,47][76,5][5,72][0,0][0,1][0,0];13,5,18,4,0,19,14,12,9,0,16,24,17,20,10,23,11,8,7,15,22,21,0,5,0,;
36;[6,9][0,0][64,8][1,3][0,0][6,69][0,53][12,0][8,0][0,0][14,54][3,83][59,8][6,66][0,8][21,62][2,9][4,0][5,1][14,48][77,5][5,74][0,0][0,1][0,0];13,0,18,7,0,20,14,12,9,0,17,24,16,19,10,23,11,6,8,15,22,21,0,5,0,;
37;[5,9][0,0][64,10][1,1][3,0][6,72][0,56][12,0][7,0][0,0][14,56][0,83][60,8][6,67][0,8][21,65][0,9][4,0][5,4][14,50][78,5][5,77][2,0][0,1][0,2];13,0,19,4,6,20,14,12,8,0,17,23,16,18,9,24,11,7,10,15,22,21,3,2,5,;
38;[4,9][0,3][67,10][1,0][1,0][6,69][0,59][12,2][10,0][0,0][14,59][0,85][61,8][6,70][0,5][21,67][3,9][4,0][4,4][14,51][79,5][5,80][5,0][0,1][0,2];12,5,20,1,1,18,14,13,10,0,17,23,16,19,8,24,11,6,9,15,21,22,7,3,4,;
39;[2,9][0,0][70,10][1,1][0,0][6,70][3,59][12,0][12,0][0,0][14,60][0,87][63,8][6,72][0,5][21,68][6,9][4,0][2,4][14,54][81,5][5,83][2,0][0,1][2,2];10,0,20,5,0,18,14,11,11,0,17,22,16,19,8,24,13,6,9,15,21,23,4,3,7,;
40;[3,9][0,0][73,10][1,0][0,1][6,71][3,58][12,0][11,0][0,0][14,57][3,87][62,8][6,75][0,5][21,71][6,10][4,0][2,7][14,56][84,5][5,85][0,0][0,1][3,2];12,0,20,3,4,18,14,11,10,0,17,23,15,19,8,24,13,6,9,16,21,22,0,4,7,;
41;[1,9][0,0][76,10][1,0][2,1][6,73][3,60][12,0][11,0][0,0][14,58][3,89][65,8][6,76][0,5][21,73][4,10][4,0][3,7][14,57][84,4][5,86][0,1][0,1][3,0];10,0,20,2,6,18,14,12,11,0,16,23,17,19,8,24,13,7,9,15,21,22,3,3,5,;
42;[3,9][0,0][78,10][1,0][3,1][6,76][3,63][13,0][13,0][0,0][14,59][3,92][68,8][6,77][0,5][21,74][5,10][4,0][5,7][14,59][86,4][5,89][3,1][2,1][3,0];10,0,20,2,6,18,14,11,11,0,15,24,17,19,8,23,13,5,9,15,21,22,6,4,3,;
43;[4,9][0,0][81,10][1,0][2,1][6,78][3,61][13,0][15,0][0,0][13,59][3,95][69,8][6,74][0,5][21,77][3,10][4,0][5,5][14,62][89,4][5,90][0,1][1,1][3,0];11,0,20,2,6,19,14,10,13,0,15,24,17,18,8,23,12,7,9,16,21,22,3,4,5,;
44;[3,9][0,0][82,10][1,0][0,1][8,78][3,64][13,0][16,0][0,0][13,60][3,96][72,8][6,75][0,5][21,79][0,10][4,0][5,3][14,65][90,4][5,92][2,1][0,1][3,3];11,0,20,2,3,19,14,12,13,0,15,23,17,18,7,24,10,6,9,16,21,22,5,3,8,;
45;[0,9][0,0][82,13][1,1][1,1][8,80][3,66][13,0][16,0][0,0][13,62][3,99][74,8][6,77][0,5][22,79][3,10][1,0][2,3][14,66][87,4][5,93][2,0][0,1][3,2];10,0,21,5,5,19,14,11,13,0,15,24,17,18,9,23,12,2,8,16,20,22,4,3,7,;
46;[1,9][0,1][84,13][1,0][2,1][8,81][3,68][13,0][14,0][0,0][13,64][3,100][77,8][6,78][0,5][22,80][2,10][1,0][3,3][14,68][89,4][5,94][0,0][0,1][3,0];10,4,21,2,7,19,14,12,13,0,15,24,18,17,8,23,11,2,9,16,20,22,0,4,6,;
47;[2,9][1,1][86,13][1,2][5,1][8,83][5,68][13,0][13,0][0,0][13,67][3,100][80,8][6,80][0,5][20,80][3,10][1,0][0,3][14,71][92,4][5,95][1,0][0,1][3,0];10,4,21,6,9,19,14,11,11,0,15,24,18,17,8,22,13,1,7,16,20,23,1,3,5,;
48;[3,9][3,1][89,13][1,0][3,1][8,84][3,68][13,0][16,0][0,1][13,70][3,100][82,8][6,81][0,5][20,81][3,12][1,0][2,3][14,74][93,4][6,95][0,0][0,1][3,0];10,6,23,1,6,19,14,11,13,3,15,24,18,16,9,21,12,1,8,17,20,22,0,3,5,;
49;[3,8][3,0][90,13][1,0][6,1][8,86][3,70][13,0][15,0][1,1][14,70][3,100][83,8][8,81][0,4][20,84][0,12][3,0][4,3][14,77][95,4][6,97][0,0][0,1][3,0];10,4,21,1,8,19,14,12,13,3,15,23,17,16,7,24,11,4,9,18,20,22,0,2,4,;
50;[6,8][3,3][92,13][2,0][4,1][8,89][3,72][13,0][13,0][1,0][14,72][3,100][85,8][8,82][0,4][20,87][2,12][3,0][3,3][14,78][96,4][6,100][2,0][0,1][3,0];12,8,22,2,7,19,14,10,10,0,15,21,18,16,6,24,13,4,8,17,20,23,2,1,4,;
51;[6,10][3,4][92,15][2,0][3,1][8,92][3,74][14,0][14,0][1,0][15,72][3,100][88,8][8,84][0,4][20,89][3,12][3,0][2,3][14,80][97,4][6,100][5,0][0,1][3,0];13,9,23,2,5,19,14,10,10,0,15,21,18,16,6,24,12,3,8,17,20,22,7,1,3,;
52;[4,10][0,4][92,13][2,0][0,1][8,95][3,75][14,0][16,0][1,0][15,75][3,100][90,8][8,85][0,4][20,92][1,12][3,0][5,3][12,80][98,4][6,100][6,0][0,0][3,0];12,6,22,3,2,20,14,11,13,1,15,21,18,17,6,24,10,4,9,16,19,23,8,0,4,;
53;[3,10][0,3][93,13][2,0][2,1][8,97][3,77][14,0][14,0][0,0][15,77][3,100][91,8][8,88][0,4][20,93][3,12][3,0][2,3][11,80][95,4][6,100][4,0][0,0][3,0];10,6,22,2,5,21,14,11,11,0,16,20,19,17,8,24,13,3,9,15,18,23,7,0,3,;
54;[2,10][0,0][96,13][2,0][2,2][8,99][3,78][14,0][11,0][0,0][15,78][3,98][94,8][8,89][0,4][20,95][1,12][1,0][5,3][11,82][96,4][6,100][1,0][0,0][3,0];11,0,23,5,7,22,14,13,10,0,15,19,20,17,8,24,12,3,9,16,18,21,3,0,6,;
55;[4,10][0,0][98,13][2,2][4,2][8,100][3,80][14,0][8,0][0,0][15,81][3,100][95,8][8,91][0,4][20,96][2,12][1,2][2,3][11,85][94,4][6,100][3,0][0,0][1,0];12,0,23,6,9,22,14,11,10,0,15,20,19,18,7,24,13,5,8,16,17,21,4,0,3,;
56;[2,10][0,0][100,13][2,0][1,2][8,100][3,82][14,0][9,0][0,0][15,84][3,100][98,8][8,92][0,4][20,98][3,12][1,5][4,3][13,85][92,4][6,100][2,0][0,0][0,0];11,0,23,4,6,22,14,12,10,0,17,19,20,18,7,24,13,8,9,16,15,21,4,0,0,;
57;[5,10][0,0][100,13][2,1][3,2][8,100][3,85][14,0][9,0][0,0][15,86][3,100][100,8][8,93][0,4][20,99][1,12][1,6][4,4][15,85][93,4][6,100][0,0][0,0][1,0];13,0,23,5,7,22,14,12,10,0,17,19,21,18,6,24,11,8,9,16,15,20,0,0,4,;
58;[4,10][0,0][100,13][2,2][0,2][8,100][3,87][14,0][12,0][0,0][15,87][3,100][100,8][8,94][0,4][20,100][3,12][1,9][3,4][15,86][95,4][6,100][1,0][0,0][1,0];12,0,23,6,5,22,14,11,10,0,17,19,21,18,7,24,13,9,8,16,15,20,3,0,3,;
59;[2,10][0,1][100,13][2,0][3,2][8,100][1,87][14,0][15,0][0,0][13,87][3,100][100,8][8,95][0,4][17,100][0,12][1,10][2,4][15,87][98,4][6,100][0,0][0,0][1,0];10,4,23,5,7,22,14,12,13,0,15,19,21,18,6,24,11,9,8,17,16,20,0,0,3,;
60;[3,10][0,2][100,13][2,2][0,2][8,100][1,90][14,0][14,0][0,0][13,89][3,100][100,8][8,98][0,4][18,100][2,12][1,13][4,4][15,90][98,1][4,100][0,0][0,0][1,0];9,4,23,6,4,22,14,10,10,0,16,17,21,20,7,24,12,13,8,19,15,18,0,0,3,;
61;[3,7][0,4][100,11][2,5][1,2][8,100][1,92][17,0][16,0][0,0][11,89][3,100][100,8][9,98][0,4][18,100][3,12][1,14][4,2][15,92][100,1][6,100][3,0][0,0][1,0];9,5,23,8,4,22,14,13,12,0,15,17,21,20,5,24,10,11,7,19,16,18,3,0,2,;
62;[4,7][0,6][100,11][2,4][3,2][8,100][1,95][17,0][15,0][0,0][11,90][3,100][100,8][9,100][0,4][18,100][1,12][1,17][2,2][15,93][100,4][6,100][2,0][0,0][1,0];9,8,23,7,6,21,14,12,11,0,15,16,19,22,5,24,10,13,4,20,17,18,3,0,2,;
63;[4,8][2,6][100,11][2,2][2,2][8,100][1,98][17,0][18,0][0,0][11,93][3,100][100,8][9,100][0,4][18,100][0,12][1,18][0,2][15,96][100,4][6,100][2,3][0,0][0,0];9,8,22,4,4,20,14,11,12,0,17,15,19,21,6,24,10,13,3,23,16,18,7,0,0,;
64;[4,5][2,7][100,11][2,4][0,2][8,100][1,99][17,0][17,0][0,0][11,94][3,100][100,8][9,100][0,4][18,100][1,12][1,21][0,5][15,99][100,4][6,100][1,3][0,0][0,0];8,9,22,7,3,20,14,11,11,0,17,15,19,21,5,24,10,13,6,23,16,18,4,0,0,;
65;[2,5][3,7][98,11][2,5][3,2][8,100][1,96][16,0][20,0][0,0][11,97][3,100][100,8][9,97][0,4][18,100][2,12][1,18][3,5][15,100][100,7][6,100][0,3][0,1][0,0];6,9,22,6,5,21,14,11,13,0,20,15,19,16,4,24,10,12,8,23,18,17,3,2,0,;
66;[3,5][3,8][100,11][2,4][0,2][8,100][0,96][16,0][18,0][0,3][8,97][3,100][100,8][9,100][0,2][20,100][0,12][1,19][1,5][13,100][100,7][6,100][2,3][2,1][0,0];8,9,22,6,1,20,14,11,12,4,16,15,19,21,1,24,10,13,7,23,18,17,5,3,0,;
67;[3,6][3,7][100,8][2,5][2,2][8,100][1,96][16,0][21,0][0,0][10,97][3,100][100,11][9,100][0,2][20,100][3,12][1,20][4,5][13,100][100,7][6,100][0,3][2,4][0,0];8,9,19,6,4,20,14,11,12,0,18,15,22,21,2,24,10,13,7,23,17,16,3,5,0,;
68;[0,6][3,10][100,8][4,5][0,2][10,100][1,98][15,0][22,0][0,0][13,97][3,100][100,11][9,100][0,2][20,100][5,12][1,18][3,5][13,100][100,7][6,100][3,3][2,5][1,0];5,9,18,8,2,21,14,10,13,0,20,15,22,19,2,24,11,12,7,23,17,16,4,6,1,;
69;[2,6][3,12][100,8][4,8][1,2][10,100][2,98][15,0][21,0][0,0][13,98][3,100][100,11][9,100][0,2][20,100][5,10][1,21][1,5][13,100][100,7][6,100][6,3][2,4][1,0];6,11,18,8,3,20,14,9,12,0,22,15,21,19,2,24,10,13,5,23,17,16,7,4,1,;
70;[5,6][3,11][100,8][4,7][1,1][10,100][2,99][15,0][21,3][0,0][13,100][3,100][100,11][9,100][0,2][20,100][4,10][4,21][2,5][13,100][100,7][6,100][5,3][2,5][1,0];7,10,18,8,2,20,14,11,12,0,22,15,21,19,3,24,9,13,4,22,17,16,6,4,1,;
71;[2,6][3,13][100,8][4,6][2,1][10,100][4,99][15,0][18,3][0,0][14,100][3,100][100,11][9,100][0,2][17,100][6,10][4,19][5,5][13,100][100,7][6,100][3,3][0,5][1,0];6,11,18,8,3,20,14,9,12,0,23,15,21,19,2,24,10,13,7,22,17,16,5,4,1,;
72;[3,6][3,14][100,6][4,8][0,1][10,100][4,100][15,0][15,3][0,0][14,100][3,100][100,11][9,100][0,2][17,100][6,12][4,17][2,5][13,97][100,7][4,100][0,3][0,5][1,0];7,10,17,8,2,21,15,9,11,0,23,14,22,19,3,24,12,13,6,20,18,15,4,5,1,;
73;[6,6][1,14][100,7][4,9][0,1][10,100][4,100][15,3][15,6][0,0][14,100][3,100][100,11][9,100][0,4][17,100][8,12][4,16][4,5][13,99][100,7][4,100][1,3][0,5][1,0];7,9,17,8,2,20,15,10,13,0,23,14,21,19,4,24,11,12,6,22,17,15,3,5,1,;
74;[6,4][1,16][100,7][4,8][0,1][10,100][7,100][15,0][13,6][0,0][17,100][3,100][100,11][9,100][0,4][17,100][6,12][4,15][3,5][13,100][100,7][1,100][0,3][0,5][1,0];7,10,16,8,2,20,18,9,12,0,23,15,21,19,4,23,11,13,6,22,16,14,3,5,1,;
75;[5,4][0,16][100,7][4,6][0,1][11,100][7,100][15,0][10,6][3,0][17,100][3,100][100,11][9,100][0,4][17,100][3,12][3,15][1,5][13,100][100,7][0,100][3,3][0,5][1,0];7,12,16,8,1,21,18,9,11,2,23,15,20,19,3,23,10,13,6,22,16,14,5,4,0,;
76;[3,4][0,17][100,7][4,8][0,1][11,97][7,100][15,0][7,6][0,0][17,100][3,100][100,11][9,100][0,4][17,100][5,12][3,14][3,5][13,100][100,7][0,100][0,3][3,5][1,0];5,13,16,8,2,19,18,10,9,0,23,15,21,20,4,23,11,12,6,22,16,14,3,6,1,;
77;[4,4][0,18][100,7][4,6][0,1][11,96][7,100][14,0][9,6][0,0][17,100][3,100][100,8][12,100][3,4][17,100][2,12][3,13][1,5][13,100][100,7][0,100][0,3][3,8][1,0];6,13,16,7,2,18,19,9,11,0,23,15,20,21,5,23,10,12,4,22,16,14,3,8,1,;
78;[1,4][0,21][100,7][7,6][0,1][8,96][7,100][14,0][8,6][0,0][17,100][4,100][99,8][12,100][3,2][17,100][3,12][3,12][4,5][13,98][100,7][0,100][2,3][2,8][1,0];5,13,17,8,2,15,20,9,10,0,23,16,19,22,3,23,11,11,6,21,17,14,4,7,1,;
79;[3,4][0,22][100,7][7,9][0,1][8,98][7,100][14,0][7,6][0,0][18,100][7,100][100,8][12,100][3,0][19,100][3,15][3,13][3,5][14,98][100,7][1,100][1,3][0,8][1,0];5,13,16,10,2,15,18,9,8,0,23,18,20,22,3,24,12,11,6,21,16,14,4,7,1,;
80;[1,4][0,19][100,7][5,9][0,0][8,100][5,100][14,0][10,6][0,0][18,100][7,100][100,8][15,100][3,0][19,100][0,15][3,11][0,5][14,100][99,7][1,100][0,3][0,8][1,0];5,13,17,9,0,20,15,8,12,0,23,18,19,22,3,24,11,10,6,21,16,14,4,7,2,;
81;[0,4][1,19][100,7][3,9][0,0][8,100][5,100][14,0][8,6][0,2][18,100][10,100][100,11][13,100][3,0][17,100][2,15][3,9][0,5][14,100][100,7][1,100][0,3][0,8][1,0];5,13,16,8,0,18,15,10,11,2,24,19,20,21,3,23,12,8,6,22,16,14,4,7,1,;
82;[2,4][1,22][100,7][3,6][0,0][8,100][5,100][14,0][11,6][0,3][18,100][10,100][98,11][10,100][3,3][17,100][2,18][3,12][2,5][14,100][100,7][1,100][0,3][0,9][1,0];5,13,16,7,0,18,15,9,11,2,24,20,19,20,4,23,12,10,6,22,16,14,2,8,1,;
83;[2,6][1,23][100,7][3,9][3,0][8,100][5,100][14,0][9,6][0,0][18,100][10,100][98,14][10,100][3,1][17,100][2,20][3,11][0,5][14,100][100,7][0,100][2,3][0,6][1,0];7,13,16,8,2,18,15,9,11,0,24,19,21,19,3,23,12,10,5,22,16,14,4,6,1,;
84;[5,6][1,24][100,7][2,9][1,0][8,100][5,100][14,0][6,6][0,0][18,100][10,100][100,14][11,100][0,1][17,100][3,20][3,9][1,5][14,100][100,7][0,100][1,3][0,6][1,0];7,13,16,8,1,18,15,11,9,0,24,19,21,20,3,23,12,10,5,22,16,14,4,6,1,;
85;[4,6][1,27][100,7][2,6][0,0][8,100][5,100][14,0][8,6][0,0][18,100][10,100][100,14][8,100][0,1][17,100][3,17][3,12][0,5][14,100][100,4][0,100][0,3][0,6][1,0];8,13,17,7,0,18,16,9,10,0,24,20,21,18,3,23,12,11,5,22,15,14,4,6,2,;
86;[1,6][1,29][100,7][2,4][0,0][8,100][5,100][14,0][6,6][0,2][18,100][10,100][100,13][8,100][0,0][17,100][1,17][3,15][1,5][14,100][100,4][0,100][0,3][0,6][1,0];8,13,17,5,0,18,16,10,9,3,24,20,21,18,0,23,12,11,6,22,15,14,4,7,2,;
87;[3,6][1,26][100,7][2,5][0,0][8,100][5,100][14,0][6,9][0,4][18,97][10,100][100,13][8,100][0,0][17,100][0,17][3,14][0,5][16,100][100,4][0,100][2,3][0,6][1,0];8,13,17,7,0,18,16,9,10,3,22,20,21,18,0,24,12,11,5,23,15,14,4,6,2,;
88;[2,6][2,26][100,7][0,5][0,0][8,100][5,100][14,0][4,9][0,3][18,100][12,100][100,13][8,100][0,0][17,100][1,17][3,11][3,5][16,100][100,4][0,99][0,3][0,6][1,0];8,13,17,5,0,18,16,10,9,3,24,20,21,18,0,23,12,11,7,22,15,14,3,6,2,;
89;[4,6][2,23][100,7][0,3][0,0][8,100][5,100][14,0][3,9][0,3][18,100][12,100][100,13][8,100][0,0][16,100][4,17][3,8][1,5][16,100][100,4][0,99][0,3][0,6][1,0];8,13,17,3,0,18,16,11,10,3,24,20,21,18,0,22,12,9,6,22,15,14,3,7,2,;
